"Cikkszám";"Termék Név";"Státusz";"Nettó Ár";"Bruttó Ár";"Rövid Leírás";"Tulajdonságok";"Link";"Min. Menny.";"Max. Menny.";"Raktárkészlet";"Vásárolható, ha nincs Raktáron";"Változatokhoz Raktárkészlet";"Alacsony készlet";"Kép kapcsolat"
"H052";"Faburo kézmelegitő babakocsihoz";"2";"3141.7323";"3990";"Általában minden babakocsihoz alkalmas<br />Szél, eső és hóálló, puha és kényelmes";"";"";"1";"";"1";"0";"0";"";""
"E053";"Fehn Babakocsi lánc(doboz nélkül)";"1";"2984.252";"3790";"-A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)";"";"";"1";"";"1";"0";"0";"";""
"C153";"gb Qbit+ All-City Babakocsi Adapter";"1";"3929.1339";"4990";"Segítségével hordozó rögzíthető babakocsira";"";"";"1";"";"1";"0";"0";"";""
"G047";"HAUCK iPro to Maxi Cosi babakocsi adapter";"1";"4716.5354";"5990";"Segítségével hordozó rögzíthető babakocsira, így Travel Systemként használható<br />A következő babakocsikhoz használható: Cybex Balios S, Cybex Eezy S+, Maxi Cosi Adorra, Maxi-Cosi Lila, Maxi-Cosi Mura Plus 4 , Maxi-Cosi Nova 4<br />A következő hordozókkal/gyerekülésekkel használható: Hauck iPro Baby";"";"";"1";"";"1";"0";"0";"";""
"G070";"MAXI-COSI Parasol with clip Essential Black babakocsi napernyő";"2";"5897.6378";"7490";"<!HTML KOD><p><span style=""color: #ff0000;""><strong>Új, bontott esztétikailag sérült csomagolás</strong></span><br />Rögzíthető: babakocsira<br />A következő babakocsikhoz használható: Maxi-Cosi Mura 3, Maxi-Cosi Mura 4, Maxi-Cosi Mura Plus 3, Maxi-Cosi Mura Plus 4 , Quinny Buzz 3, Quinny Buzz 4, Quinny Moodd, Quinny Speedi w. Bumperbar, Quinny Zapp, Quinny Zapp Xtra<br />Dőlésszöge állítható<br />UV védelmet nyújt<br />Vízálló<br />A huzat anyaga: poliészter</p>";"";"";"1";"";"1";"0";"0";"";""
"B072";"Prince Lionheart Összekötő Adapter Ikerbabakocsihoz 3db";"1";"3149.6063";"4000";"Kiszerelés (db): 3<br />Anyaga: műanyag<br />Használható: legtöbb babakocsihoz<br />-A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)<br />";"";"";"1";"";"1";"0";"0";"";""
"G046";"SAFETY 1ST  bevásárlókocsi betét";"1";"4716.5354";"5990";"Az ülőbetétnek köszönhetően higiénikusabb környezetet biztosíthatunk a baba számára<br />Anyaga: pamut, párnázott, poliészter<br />Tisztítása: mosógéppel<br />Ajánlott kor (hó): 6+<br />Belső biztonsági öve: 2 pontos";"";"";"1";"";"1";"0";"0";"";""
"D028";"Univerzális napernyő babakocsihoz";"1";"2354.3307";"2990";"-Minden típushoz";"";"";"1";"";"1";"0";"0";"";""
"D108";"WEBER KERÉKPÁROS HORDOZÓ BABÁK SZÁMÁRA";"1";"14952.7559";"18990";"Hathetes kortól egészen 9 hónapos korig<br />Súly:9kg-ig<br />Valamennyi Qeridoo kerékpáros utánfutóval kompatibilis.";"";"";"1";"";"1";"0";"0";"";""
"F064";"Disney Mickey pohár ";"1";"708.6614";"900";"Gyári csomagolás nélkül,új<br />Biztonsági sapkával a véletlen vízszivárgás megelőzésére<br />Újrafelhasználható, kényelmes és praktikus<br />Kapacitás: 450ml<br />Méretek: 9,5xH12 cm<br />Eredeti Disney licenc";"";"";"1";"";"1";"0";"0";"";""
"H035";"Lassig tányéralátét";"1";"1566.9291";"1990";"Csúszásmentes talp<br />Mosogatógépben mosható<br />Termék méretek:	23 x 0,5 x 16 cm; 140 gramm";"";"";"1";"";"1";"0";"0";"";""
"E025";"Munchkin Bento Ételes doboz";"1";"2748.0315";"3490";"";"";"";"1";"";"1";"0";"0";"";""
"H030";"Munchkin kanál és villa biztonsági peremmel 12 hó+";"1";"1566.9291";"1990";"1 db kanál és 1 db villa<br />A perem távoltartja az evőeszközök végét a különböző felületektől, így a baktériumoktól is<br />Ergonomikus design<br />Könnyen fogható a kis kezeknek<br />BPA mentes<br />Mosogatógép felső rekeszében mosható<br />Ajánlott 12 hónapos kortól";"";"";"1";"";"2";"0";"0";"";""
"D076";"NUK 3-in-1 Tanulópohár szett";"1";"5503.937";"6990";"<!HTML KOD><p><strong>Új, bontott dobozos termék</strong><br />A tanuló pohár megkönnyíti az önálló ivásra történő átszoktatást<br />Könnyen összeszerelhető és tisztítható<br />Kiváló minőségű anyagból készült. nem tartalmaz BPA-t<br />6-hónapos kortól ajánlott</p>";"";"";"1";"";"3";"0";"0";"";""
"F074";"NUK 3-in-1 Tanulópohár szett (Új,bontott csomagolás)";"1";"5503.937";"6990";"A tanuló pohár megkönnyíti az önálló ivásra történő átszoktatást<br />Könnyen összeszerelhető és tisztítható<br />Kiváló minőségű anyagból készült. nem tartalmaz BPA-t<br />6-hónapos kortól ajánlott<br />-A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)";"";"";"1";"";"1";"0";"0";"";""
"C005";"NUK 3-in-1 Tanulópohár szett (Új,bontott csomagolás)";"1";"5503.937";"6990";"A tanuló pohár megkönnyíti az önálló ivásra történő átszoktatást<br />Könnyen összeszerelhető és tisztítható<br />Kiváló minőségű anyagból készült. nem tartalmaz BPA-t<br />6-hónapos kortól ajánlott<br />-A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)";"";"";"1";"";"1";"0";"0";"";""
"H042";"Nuk Evolution Action Bögre, 12 hónap +, 230 ml";"1";"2669.2913";"3390";"Twist lock opció a szívószál védelmére, amikor úton vagyunk;<br />Szellőzőszelep folyamatos iváshoz;<br />Ergonomikus modell, könnyű tartani kis kezekkel;<br />Kiváló minőségű polipropilénből készül;<br />Kompatibilis a Nuk Evolution Cup Range termékekkel;<br />Nincs káros anyag, szagtalan és BPA mentes;";"";"";"1";"";"1";"0";"0";"";""
"G022";"Nuk Magic Cup varázslatos Pohár 230ml";"1";"2669.2913";"3390";"- Korszerű pohárszél<br />- A pohár korszerű széle minden oldalról lehetővé teszi az ivást<br />- Szivárgásmentes és többet nem fröccsen ki<br />- A szilikon korong záróelemként szolgál, amely megakadályozza, hogy a folyadék kifröccsenjen vagy kifolyjon<br />- Könnyen tisztítható<br />- Tisztítható mosogatógépben<br />- A pohár kiváló minőségű polipropilénből készül<br />- Űrtartalma 230 ml<br />- NUK Easy Learning sorozat mindegyik termékével kompatibilis<br />";"";"";"1";"";"3";"0";"0";"";""
"H041";"Nuk Magic Cup varázslatos Pohár 230ml";"1";"2669.2913";"3390";"- Korszerű pohárszél<br />- A pohár korszerű széle minden oldalról lehetővé teszi az ivást<br />- Szivárgásmentes és többet nem fröccsen ki<br />- A szilikon korong záróelemként szolgál, amely megakadályozza, hogy a folyadék kifröccsenjen vagy kifolyjon<br />- Könnyen tisztítható<br />- Tisztítható mosogatógépben<br />- A pohár kiváló minőségű polipropilénből készül<br />- Űrtartalma 230 ml<br />- NUK Easy Learning sorozat mindegyik termékével kompatibilis";"";"";"1";"";"2";"0";"0";"";""
"C135";"NUK tanuló pohár, 6-18 125 ml kék";"1";"2118.1102";"2690";"-praktikus, kényelmes<br />- védő fedővel<br />-rozsdamentes acélból készült<br />- csak kézzel mosható meleg, szappanos vízben<br />- nem mosható mosogatógépben<br />- nem használható mikrohullámú sütőbe";"";"";"1";"";"1";"0";"0";"";""
"H173";"PHILIPS AVENT Bendy 300 ml 12+ SCF798/01 Boy szívószálas itatópohár";"2";"2354.3307";"2990";"Űrtartalom (ml): 300 ml<br />Ajánlott kor (hó): 12 +<br />Tartozéka: szívószál";"";"";"1";"";"1";"0";"0";"";""
"F071";"Suavinex Termosz";"1";"3141.7323";"3990";"Űrtartalom:350 ml <br />100% rozsdamentes belső<br />Szivárgásmentes<br />Ideális meleg és hideg ételek szállításához";"";"";"1";"";"1";"0";"0";"";""
"H161";"Természetes bambusz elefánt tányér ";"2";"4716.5354";"5990";"<!HTML KOD><p><strong>Csomagolás nélküli új termék</strong><br />Természetes Bambuszból és élelmiszeripari szilikonból készült. <br />Vákumos szilikontalp a rögzítéshez<br />Méretek: 19 x 24 cm. <br />Kapacitás: 325ml. <br />Ideális snackekhez vagy ételekhez<br />ERŐS ÉS TARTÓS TERVEZÉS <br />Nem alkalmas sütőbe, mikrohullámú sütőbe vagy mosogatógépbe.</p>";"";"";"1";"";"1";"0";"0";"";""
"H097";"Első fog- és hajtincs tartó vonat doboz (ezüstözött)";"2";"7078.7402";"8990";"<!HTML KOD><p><strong>Sérült csomagolás a termék hibátlan</strong><br />Ezüstözött baba vonat 2 kocsival - az első fogam és az első hajtincs felirattal<br />Mérete: 4 cm magas x 14,5 cm hosszú x 5 cm vastag</p>";"";"";"1";"";"1";"0";"0";"";""
"H147";"PINOLINO STRANDKOCSI, KÉZIKOCSI, SZÜRKE";"2";"25976.378";"32990";"Összecsukható kézikocsi „Paxi” napfénytetővel, hordtáskával és hátsó táskával. <br />Fém váz: fekete lakkozott, szürke szövet 100% poliuretánból (PU). Méretek L 124 x Sz 59 x Ma 67 tetővel 102 cm, súly 11 kg, teherbírás 70 kg<br />A kézikocsi néhány egyszerű lépésben összecsukható. <br />Praktikus hordtáskában tárolva mindössze 11 kg-mal könnyedén magával viheti, és még a legkisebb autó csomagtartójába is elfér.<br />A meglévő hátsó táska a nagy rakodótér mellett (H 86 x SZ 43 x M 25 cm) további tárhelyet kínál minden fontos útitársának. <br />Az összecsukható kézikocsi rakománya az integrált tetőnek köszönhetően védett a közvetlen napfénytől.<br />Az acél tengelyekkel és a poliuretán (PU) gumiabroncsokkal az összecsukható kocsi minden útra alkalmas, még a tengerparton is. <br />A robusztus húzórúd megkönnyíti a húzást és a manőverezést. <br />Pinolino 1997 óta teljesíti a gyermekek álmait, gyermekbútorokat, kiegészítőket és játékokat forgalmaz. <br />A német cég csak gyermekeknek megfelelő festékeket, mázakat és olajokat használ, és tagja a DVSI-nek (a Játékipari Szövetség).";"";"";"1";"";"1";"0";"0";"";""
"H096";"AltaBebe  nyári lábzsák ";"2";"5110.2362";"6490";"Alkalmas babakocsikhoz - 6 övrés beépítve.<br />Szélálló külső anyag.<br />Az anyag könnyen tisztítható 100% poliészterből készült, és szennyeződést taszító felülettel rendelkezik.<br />Ideális kissé hűvösebb hőmérsékletű sétákhoz.";"";"";"1";"";"1";"0";"0";"";""
"G012";"Altabebe Báránygyapjú babakocsi betét";"2";"8653.5433";"10990";"A báránygyapjú párna 6 övnyílásnak köszönhetően illeszkedik minden típusú babakocsihoz, babakocsihoz és autósüléshez<br />Ideális párna a téli szezonban<br />Természetes és nagyon meleg<br />Méretek:72 x 34 x 4 cm; 350 gramm";"";"";"1";"";"1";"0";"0";"";""
"H019";"Altabebe Bundazsák babakocsiba";"2";"5110.2362";"6490";"Unisex<br />Külső anyaga: szélálló és vízlepergető, 100% oxfordi poliészter<br />Belül: kényelmes poliészter gyapjú, 100% poliészter gyapjú<br />Cipzáras fedél biztonsági fényvisszaverő csíkokkal<br />3 cipzárral nyitható<br />Csúszásgátló háttal és 6 övrésszel<br />Méretek: 90x45cm";"";"";"1";"";"1";"0";"0";"";""
"H064";"Altabebe Bundazsák babakocsiba 90x45cm";"2";"5110.2362";"6490";"Unisex<br />Külső anyaga: szélálló és vízlepergető, 100% oxfordi poliészter<br />Belül: kényelmes poliészter gyapjú, 100% poliészter gyapjú<br />Cipzáras fedél biztonsági fényvisszaverő csíkokkal<br />Csúszásgátló háttal és 6 övrésszel<br />Méretek: 90x45cm";"";"";"1";"";"1";"0";"0";"";""
"A042";"Britax Brio bundazsák barna(98cm) babakocsiba rögzíthető";"1";"5740.1575";"7290";"Víztaszító anyagból készült<br />Hideg napokon melegen tartja a gyereket<br />Gépben mosható<br />Bélelt mikroflettel<br />Csúszásgátló bevonat<br />Babakocsiba rögzithető<br />-A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)";"";"";"1";"";"7";"0";"0";"";""
"A041";"Britax Brio bundazsák kék(98cm) babakocsiba rögzíthető babakocsiba rögzíthető";"1";"5740.1575";"7290";"Víztaszító anyagból készült<br />Hideg napokon melegen tartja a gyereket<br />Gépben mosható<br />Bélelt mikroflettel<br />Csúszásgátló bevonat<br />Babakocsiba rögzithető<br />-A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)";"";"";"1";"";"19";"0";"0";"";""
"A045";"Britax Brio bundazsák Óceankék(98cm) babakocsiba rögzíthető";"1";"5740.1575";"7290";"Víztaszító anyagból készült<br />Hideg napokon melegen tartja a gyereket<br />Gépben mosható<br />Bélelt mikroflettel<br />Csúszásgátló bevonat<br />Babakocsiba rögzithető<br />-A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)";"";"";"1";"";"17";"0";"0";"";""
"A040";"Britax Brio bundazsák piros(98cm) babakocsiba rögzíthető";"1";"5740.1575";"7290";"Víztaszító anyagból készült<br />Hideg napokon melegen tartja a gyereket<br />Gépben mosható<br />Bélelt mikroflettel<br />Csúszásgátló bevonat<br />Babakocsiba rögzithető<br />-A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)";"";"";"1";"";"15";"0";"0";"";""
"A044";"Britax Brio bundazsák szürke(98cm) babakocsiba rögzíthető";"1";"5740.1575";"7290";"Víztaszító anyagból készült<br />Hideg napokon melegen tartja a gyereket<br />Gépben mosható<br />Bélelt mikroflettel<br />Csúszásgátló bevonat<br />Babakocsiba rögzithető<br />-A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)";"";"";"1";"";"7";"0";"0";"";""
"A043";"Britax Brio bundazsák zöld(98cm) babakocsiba rögzíthető";"1";"5740.1575";"7290";"Víztaszító anyagból készült<br />Hideg napokon melegen tartja a gyereket<br />Gépben mosható<br />Bélelt mikroflettel<br />Csúszásgátló bevonat<br />Babakocsiba rögzithető<br />-A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)";"";"";"1";"";"7";"0";"0";"";""
"A050";"Britax Simo Thermo bundazsák";"1";"11015.748";"13990";"Víztaszító anyagból készült<br />A kis meleg hideg napokon<br />Gépben mosható.<br />Csúszásmentes bevonat";"";"";"1";"";"2";"0";"0";"";""
"H151";"ByBoom ​​Original Univerzális Bundazsák ";"2";"11015.748";"13990";"Ideális megoldás őszre és télre; A ByBoom ​​tesztelt minőség; az EU-ban gyártott termék<br />A babát melegen tartja a puha, hőszabályzó kettős polár<br />Modern szabása miatt a legtöbb autós hordozóhoz, babakocsihoz és mózeshez használható<br />Nem kell kihúzni a biztonsági öveket. <br />Minden helyzetben biztonságosan, gyorsan és egyszerűen becsomagolhatja babáját<br />Mosógépben 30°C-on mosható, szárítógépben nem használható.<br />Hossz 90cm<br />Szélesség változtatható<br />0-10 hónapos korig ajánlott";"";"";"1";"";"1";"0";"0";"";""
"H149";"Friedrich Hugo Téli Bundazsák Babakocsiba";"2";"19677.1654";"24990";"A Friedrich Hugo név garancia a minőségra<br />Prémium minőség<br />A Polárbélés melegen tart és hőszabályozó hatású<br />Praktikus cipzár<br />Az oldalsó gombokkal az elülső rész részben felhajtható, hogy még jobban megvédje a hidegtől<br />A külső szövet (természetes vászonszövet) megakadályozza a szél és a nedvesség tartását<br />A hálózsák méretei: 100 cm x 50 cm<br />Külső anyag : 100% PES<br />Kitöltés : mikroszálas 100% PES<br />Belső anyag : polár 100% PES";"";"";"1";"";"1";"0";"0";"";""
"G009";"Kaiser  Thermo Bundazsák babakocsiba ";"2";"7866.1417";"9990";"A bélés puha gyapjúból készült<br />6 övnyílás<br />A külső borítás vízálló és szélálló<br />A fejrész húzózsinórral meghúzható <br />6-36 hónapos korig<br />Méretek:105x48";"";"";"1";"";"1";"0";"0";"";""
"H081";"Kaiser Hoody Úszülött Bundazsák Fekete";"2";"11803.1496";"14990";"Nagyobb rugalmasság a nagy hosszanti résnek köszönhetően, amely lehetővé teszi az összes övrendszer gyors és könnyű rögzítését.<br />0-12 hónapos korig";"";"";"1";"";"1";"0";"0";"";""
"G083";"Kaiser Iglu gyapjú béléses bundazsák";"2";"24401.5748";"30990";"100% valódi báránygyapjú<br />Vízlepergető<br />Kor ajánlása: 6 - 36 hónap<br />Hőmérséklet kb. -10 ° C-ig<br />A húzózsinór egy biztonsági zsebben tárolják<br />Méret:98 x 45 x 10 cm";"";"";"1";"";"1";"0";"0";"";""
"H072";"Kaiser Iglu Thermo Fleece Thermo Bundazsák babakocsiba piros";"2";"7866.1417";"9990";"A bélés puha gyapjúból készült<br />6 övnyílás<br />A külső borítás vízálló és szélálló<br />A fejrész húzózsinórral meghúzható<br />6-36 hónapos korig<br />Méretek:105x48";"";"";"1";"";"1";"0";"0";"";""
"G015";"BabyDam fűrdőkád szűkitő";"2";"8653.5433";"10990";"<!HTML KOD><p><span style=""color: #ff0000;""><strong>Új, Bontott, esztétikai hibás gyári doboz</strong></span><br />Helyet, időt, vizet és energiát takarít meg.<br />Minden általános típusú kádhoz alkalmas.<br />Anyaga rugalmas és alakítható. <br />A fürdőkád maximális szélessége (belső mérete) – 58 cm.<br />Használható gyermekeknek születéstől kb. 3 éves korig, alkalmazkodik a kisgyermek korához.</p>";"";"";"1";"";"2";"0";"0";"";""
"B056";"Badabulle Fürdetőszék";"1";"5897.6378";"7490";"-Összehajtható, nagyon kis helyet foglal.<br />-A felhajtható pultnak köszönhetően a kisgyermek nagyon könnyen belehelyezhető az ülőkébe.<br />-Biztonságos – 4 tapadókoronggal rögithető<br />-Egyedül ülni tudó gyermekek részére 6-tól 16 hónapos korig/6–14 kg-ig.<br />-A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)";"";"";"1";"";"1";"0";"0";"";""
"H156";"Chicco 5 darabos babaápolási készlet, kék";"2";"6291.3386";"7990";"<!HTML KOD><p><strong>Termékellenőrzés miatt bontott csomagolás</strong><br />A készlet tartalmazza az összes szükséges fürdési kiegészítőt:Hajkefe,Fésű,Olló,Természetes tengeri szivacs,Hal alakú hőmérő<br />A készlet rozsdamentes acélból készült, nikkel nélküli<br />Praktikus táska</p>";"";"";"1";"";"1";"0";"0";"";""
"A062";"Geuther babakád állvány";"1";"7472.4409";"9490";"-Rozsdamentes krómacél<br />-Méretek: 64 x 75 x 28 cm .<br />-Talpa része állítható,így alkalmas a kádak többségéhez<br />-A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)<br />-A kád nem tartozék";"";"";"1";"";"1";"0";"0";"";""
"D101";"OK Baby Onda Evolution - baba fürdőkád";"1";"4716.5354";"5990";"-Újszülöttkortól használható<br />-Ülni tudó gyermekek használhatják<br />-Kétfunkciós<br />-Beépített csúszásgátlóval<br />-Beépített szűkítővel<br />-Beépített fejtámasszal<br />-Leeresztő dugóval felszerelt<br />-Mérete (cm): 94x54x28";"";"";"1";"";"1";"0";"0";"";""
"A016";"OkBaby Babakádtartó Konzol";"1";"3149.6063";"4000";"-Felnőtt kádra szerelhető<br />-Több méretű kádra biztonságosan ráhelyezhető<br />--A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)";"";"";"1";"";"1";"0";"0";"";""
"C085";"Rotho Babydesign fürdető ülés";"1";"4716.5354";"5990";"-Javasolt életkor 7-16 hónapos korig<br />-Maximum 13 kg testsúlyig ajánlott<br />-Használható normál méretű fürdőkádban vagy zuhanyzóba<br />-A tartógyűrű felhajtható<br />-A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)";"";"";"1";"";"1";"0";"0";"";""
"G014";"Rotho Babydesign Gyermekmosdó";"2";"6291.3386";"7990";"Fogmosás, arcmosás, fésülködés, kézmosás játékosan<br />A gyermek önállóan is tudja használni<br />Egyszerűen és biztonságosan felhelyezhető bármilyen kád szélére<br />A fürdőkád peremének maximális szélessége 8 cm lehet<br />A tükör és fogmosó pohár tartozék<br />A tükör nem törik, mert igazából egy speciális fólia, ami tükörként funkcionál<br />Beépített leeresztő dugóval, a dugó kivehető<br />Mérete: 38,7cm x 38,2cm x 28 cm, súlya: 697 g.<br />Tisztítása meleg szappanos vízzel. NEM SZABAD RÁÜLNI!";"";"";"1";"";"1";"0";"0";"";""
"B060";"Rotho Fürdetőszék ";"1";"4716.5354";"5990";"-Bontott csomagolás<br />-Javasolt életkor 7-16 hónapos korig<br />-Maximum 13 kg testsúlyig ajánlott<br />-Használható normál méretű fürdőkádban vagy zuhanyzóba<br />-A tartógyűrű felhajtható<br />-A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)";"";"";"1";"";"4";"0";"0";"";""
"H058";"SAFETY 1ST Swivel Bath Seat fürdetőkarika";"2";"4716.5354";"5990";"Ülni tudó gyermekek használhatják<br />Hol tudod használni: felnőttkádban<br />Rögzítés módja: tapadókoronggal<br />Oldaltámasszal ellátott";"";"";"1";"";"1";"0";"0";"";""
"C061";"Sterntaler pelenkázó huzat 72x85cm";"1";"5503.937";"6990";"Könnyen kezelhető puha pelenkázó takaró, ideális csecsemők számára születésétől fogva<br />85 x 72 cm-es Sterntaler pelenkázókhoz alkalmas.<br />Bolyhos huzat kényelmes pamut anyagból, mosható gépben 60 ° C-on.";"";"";"1";"";"1";"0";"0";"";""
"H009";"Brevi Comfort pelenkázólap 45 x 85 x 10 cm";"1";"4165.3543";"5290";"Méret: 45 x 85 x 10 cm";"";"";"1";"";"1";"0";"0";"";""
"H065";"Geuther Changing pelenkázólap";"2";"6291.3386";"7990";"Kényelmes: Puhán párnázott, emelt éllel és fejvédővel.<br />Könnyen ápolható: nedves ruhával higiénikusan törölhető.<br />Méretek: Sz 85 x M 75 cm.";"";"";"1";"";"1";"0";"0";"";""
"H080";"Julius Zöllner Pelenkázólap";"2";"5818.8976";"7390";"Julius Zöllner Softy pelenkázó.<br />Tartós, könnyen tisztítható és törölhető.<br />3 oldalról steppelt.<br />Németországban készült.<br />Méretek: 75 x 85 x 8 cm; 800 Gramm";"";"";"1";"";"1";"0";"0";"";""
"F076";"Kraftkids Pelenkázópárna 75x85cm";"1";"3771.6535";"4790";"A pelenkázószőnyeg 100% pamutból készül, és poliészter gyapjúval van töltve (500gr)<br />40 fokon mosógépben mosható";"";"";"1";"";"1";"0";"0";"";""
"H011";"Pinolino pelenkázólap ";"1";"3929.1339";"4990";"Méretek: 50x70x10cm";"";"";"1";"";"1";"0";"0";"";""
"H079";"Roba Pelenlázólap";"2";"4716.5354";"5990";"Nagyobb biztonság a 3 oldalú megemelt élnek köszönhetően.<br />PU (poliuretán) bevonatú felület.<br />Termék méretek:	75 x 85 x 4 cm; 645 gramm";"";"";"1";"";"1";"0";"0";"";""
"H010";"Rotho Babydesign Koala pelenkázólap";"2";"3929.1339";"4990";"Méret: 50x70x10cm";"";"";"1";"";"1";"0";"0";"";""
"F060";"Rotho Babydesign Pelenkázó lap, peremes, 50 x 70 cm, szürke";"1";"3929.1339";"4990";"Standard méretű, 50 x 70 cm<br />Vízálló, nedvességálló, könnyen tisztítható felület<br />Bőrbarát anyagból készült, nem irritálja a kicsi bőrét<br />ÖKOTEX standard minősített<br />Tartós használatra készült, strapabíró<br />Hátlapja puha, nem lehet kiságyra helyezni!<br />Varrás nélkül készült, extra széles illesztéssel<br />Langyos, szappanos vízzel tisztítható.";"";"";"1";"";"1";"0";"0";"";""
"Z003";" Fisher Price hátizsák gyurmázó készlettel";"2";"3771.6535";"4790";"-Fischer Price hátitáska gyerekeknek<br />-10 részes gyurmázószett<br />-4 féle színű gyurma<br />-3 éves kortól";"";"";"1";"";"6";"0";"0";"";""
"C044";" Sophie Zsiráf Díszdobozban";"1";"4952.7559";"6290";"100% kaucsukból készült zsiráfos rágóka egészen a fogzás legelejétől használható<br />A gumi felület selymesen puha és természetes tapintású";"";"";"1";"";"1";"0";"0";"";""
"H083";"Baby Einstein Asztal aktív Curiosity 12 m +";"2";"18259.8425";"23190";"<!HTML KOD><p><strong>Új, Hibátlan Ellenőrzés céljából bontott dobozolás</strong></p><p>Az aktív asztal több mint 65 dallamot játszik le, és <strong>angol, spanyol vagy francia nyelvű</strong> szókincset mutat be. <br />Az asztal hangereje lehet hangos, csendes, vagy teljesen ki lehet kapcsolni. <br />A hangok bekapcsolásakor a csecsemőnek jobb zenei élményben lesz része a magasabb színvonalú hangszórókból. <br />A művészi panel eltávolítható, és az asztal végéhez rögzíthető. Az asztal számos tevékenységet és teret kínál a szórakozáshoz.</p><p><br />Ajánlott korosztály: 1 éves kortól<br />Unisex<br />Anyag: műanyag<br />Zene és hang: igen<br />Rendszer tápegysége akkumulátor<br />Akkumulátor típusa AAA<br />Az elem tartozék nem<br />Elemek száma 3<br />Ajánlott korosztály 1+</p>";"";"";"1";"";"1";"0";"0";"";""
"G023";"Baby Einstein Hape Magic Touch Fa zongora";"1";"11015.748";"13990";"<!HTML KOD><p style=""padding-left: 30px;"">Új<strong> hibátlan termék a doboza sérült</strong><br />A fából készült zongora<br />3 kotta és 6 különböző dal<br />Készítse el saját dalait, vagy fedezzen fel jól ismerteket<br />Gyermekbiztos és robusztus anyagok<br />A ToyAward nyertese 2019 a Baba és kisgyermek (0-3 éves) kategóriában</p>";"";"";"1";"";"1";"0";"0";"";""
"H013";"Baby Einstein Játék hangszer, ukulele";"2";"7078.7402";"8990";"A Játék hangszer, ukulele - Baby Einstein leírása:<br />Varázslatos Ukulele a Baby Einstein- től.<br />Az ukulele innovatív Magic Touch technológiája egyedülálló játékélményt nyújt.<br />A hangszerhasználat a mozgással és az énekléssel egybekötve elősegíti a látási ingerek és a mozgási válaszok összehangolódását is, így a szem-kéz, szem-láb koordinációt.<br />A hangszer fából készült.<br />3 AAA elemet tartalmaz.<br />Mérete: 43.2 x 17.1 x 5 cm.";"";"";"1";"";"1";"0";"0";"";""
"Z004";"Bam Bam csörgő";"2";"1488.189";"1890";"- 3 hónapos kortól ajánlott";"";"";"1";"";"4";"0";"0";"";""
"H085";"Bright Starts összecsukható babatükör";"2";"2905.5118";"3690";"A nagyméretű baba tükör tökéletes az önfelismeréshez<br />Színes szövet keret aranyos karakterekkel<br />Vicces zörgő levelek<br />Laposra hajtogatható a könnyű tárolás érdekében<br />Méretek:27.94 x 17.15 x 16.51 cm; 250 Gramm";"";"";"1";"";"1";"0";"0";"";""
"E012";"Chicco Billy Bigwheels Távírányitós Kisautó";"2";"9834.6457";"12490";"Az autó valósághű hangokat ad<br />A kormánykerék-vezérlés megkönnyíti az autó elfordítását; csak fordítsa el a kormánykereket a kívánt oldalra, és az autó fordul.<br />Nyomja meg a központi gombot a trombita meghallgatásához.<br />Fejleszti a kézi és a vizuális koordinációt.<br />Alkalmas gyermekeknek 2 éves kortól.";"";"";"1";"";"1";"0";"0";"";""
"H121";"CHICCO BOPPY® állatos hasaló babapárna (2-9 hó)";"2";"5503.937";"6990";"A hasaló időszakra kifejlesztett babapárna állatos-csörgős tükrös-csörgős könyves-rágókás textiljátékokkal.<br />TARTALMA: 1 db párna levehető tükörrel, csörgős textiljátékkal, rágókával. <br />Kifejezetten a hasalós, mászós időszakra tervezve, játszópárna a baba számára. <br />Ergonómiai forma. <br />Levehető játékok, melyek tépőzárral vannak a párnához rögzítve. <br />A termék ösztönzőleg hat a tapintással érzékelésre, a különböző formájú és anyagú tárgyak megérintése által. <br />A termék fejlesztőleg hat a pszichomotorikus képességek koordinációjára, pl. ide-oda mászás, kézzel nyúlás a tárgyak iránt hasalás közben stb.  ";"";"";"1";"";"1";"0";"0";"";""
